Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),upper_97.5_percent(y BP),lower_97.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
RAPID-12-1K,,1.565,13367.4755859375,,,13766.8974609375,13357.8974609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.575,13395.76171875,,,13796.8466796875,13387.8466796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.585,13424.0478515625,,,13830.599609375,13416.599609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.595,13452.3134765625,,,13862.3525390625,13444.3525390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.605,13480.5732421875,,,13892.337890625,13473.337890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.615,13508.4990234375,,,13914.5927734375,13500.5927734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.625,13536.4306640625,,,13941.3955078125,13531.3955078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.635,13564.4306640625,,,13978.197265625,13560.197265625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.645,13592.3681640625,,,14014.0,13589.0,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.655,13620.3251953125,,,14044.4248046875,13616.4248046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.665,13648.248046875,,,14059.318359375,13644.318359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.675,13676.142578125,,,14079.2109375,13673.2109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.685,13704.044921875,,,14107.1044921875,13703.1044921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.695,13731.9873046875,,,14140.9970703125,13731.9970703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.705,13759.9677734375,,,14175.9658203125,13759.9658203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.715,13788.4052734375,,,14185.427734375,13789.427734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.725,13816.7998046875,,,14207.3740234375,13818.3740234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.735,13845.1875,,,14232.4931640625,13847.4931640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.745,13873.630859375,,,14260.61328125,13877.61328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.755,13902.05078125,,,14292.443359375,13906.443359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.765,13931.28125,,,14310.06640625,13936.06640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.775,13960.5166015625,,,14330.5,13965.5,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.785,13989.75,,,14360.9326171875,13995.9326171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.795,14018.9794921875,,,14390.3662109375,14026.3662109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.805,14048.2275390625,,,14419.517578125,14056.517578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.815,14076.8076171875,,,14438.068359375,14085.068359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.825,14105.3759765625,,,14448.6181640625,14112.6181640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.835,14133.89453125,,,14470.1689453125,14143.1689453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.845,14162.4814453125,,,14500.71875,14172.71875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.855,14191.072265625,,,14531.2685546875,14202.2685546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.865,14219.6044921875,,,14534.62109375,14228.62109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.875,14248.1875,,,14561.88671875,14256.88671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.885,14276.697265625,,,14578.9677734375,14286.9677734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.895,14305.2626953125,,,14596.048828125,14318.048828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.905,14333.7939453125,,,14616.1298828125,14346.1298828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.915,14362.669921875,,,14643.9951171875,14373.9951171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.925,14391.6572265625,,,14650.7890625,14398.7890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.935,14420.5888671875,,,14667.5830078125,14427.5830078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.945,14449.546875,,,14695.5439453125,14458.5439453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.955,14478.44921875,,,14722.66796875,14488.66796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.965,14507.267578125,,,14732.982421875,14513.982421875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.975,14536.0908203125,,,14750.5771484375,14538.5771484375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.985,14564.9140625,,,14748.064453125,14567.064453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,1.995,14593.7744140625,,,14784.552734375,14590.552734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.005,14622.541015625,,,14817.0400390625,14620.0400390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.015,14652.8095703125,,,14820.1279296875,14655.1279296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.025,14683.423828125,,,14857.7734375,14684.7734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.035,14714.1376953125,,,14885.9267578125,14715.9267578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.045,14744.7763671875,,,14917.080078125,14747.080078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.055,14775.451171875,,,14970.0185546875,14776.0185546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.065,14804.796875,,,14999.140625,14805.140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.075,14833.6865234375,,,15007.041015625,14834.041015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.085,14862.4541015625,,,15051.0556640625,14864.0556640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.095,14891.365234375,,,15111.900390625,14890.900390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.105,14920.1953125,,,15153.7451171875,14916.7451171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.115,14946.63671875,,,15196.8662109375,14939.8662109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.125,14971.919921875,,,15235.8525390625,14963.8525390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.135,14997.1982421875,,,15271.8388671875,14989.8388671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.145,15022.4716796875,,,15315.8251953125,15013.8251953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.155,15047.7451171875,,,15373.8115234375,15037.8115234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.165,15072.88671875,,,15411.7744140625,15059.7744140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.1750000000000003,15097.91796875,,,15433.763671875,15085.763671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.185,15122.9697265625,,,15458.751953125,15110.751953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.195,15147.9970703125,,,15510.740234375,15133.740234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.205,15172.9931640625,,,15553.7294921875,15157.7294921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.215,15198.0419921875,,,15580.591796875,15181.591796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.225,15223.1201171875,,,15613.85546875,15208.85546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.235,15248.193359375,,,15645.1201171875,15234.1201171875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.245,15273.2353515625,,,15678.3837890625,15257.3837890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.255,15298.3154296875,,,15718.6484375,15280.6484375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.265,15323.01953125,,,15756.435546875,15304.435546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.275,15347.265625,,,15778.96875,15331.96875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.285,15371.6083984375,,,15805.501953125,15356.501953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.295,15395.9091796875,,,15836.0341796875,15380.0341796875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.305,15420.1533203125,,,15863.5673828125,15403.5673828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.315,15444.6396484375,,,15895.181640625,15429.181640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.325,15469.396484375,,,15927.3642578125,15453.3642578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.335,15494.1611328125,,,15954.546875,15477.546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.345,15518.931640625,,,15979.728515625,15504.728515625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.355,15543.708984375,,,16011.9111328125,15529.9111328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.365,15568.4033203125,,,16052.2197265625,15553.2197265625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.375,15593.0556640625,,,16072.0712890625,15579.0712890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.385,15617.7041015625,,,16090.923828125,15604.923828125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.395,15642.333984375,,,16114.775390625,15630.775390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.405,15666.96484375,,,16139.626953125,15655.626953125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.415,15691.6865234375,,,16173.0107421875,15680.0107421875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.4250000000000003,15716.4765625,,,16194.8046875,15704.8046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.435,15741.35546875,,,16217.5986328125,15730.5986328125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.445,15766.095703125,,,16246.3916015625,15756.3916015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.455,15790.9921875,,,16279.185546875,15782.185546875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.465,15815.7568359375,,,16309.0224609375,15807.0224609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.475,15840.5244140625,,,16335.109375,15832.109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.485,15865.2685546875,,,16359.1962890625,15857.1962890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.495,15890.0146484375,,,16386.8359375,15882.8359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.505,15914.7470703125,,,16414.3359375,15907.3359375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.515,15939.494140625,,,16442.9375,15932.9375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.525,15964.2451171875,,,16469.9453125,15958.9453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.535,15988.984375,,,16496.953125,15983.9541015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.545,16013.759765625,,,16524.962890625,16008.962890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.555,16038.5087890625,,,16550.970703125,16032.970703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.565,16063.2705078125,,,16580.6875,16057.6865234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.575,16088.1396484375,,,16598.98046875,16083.9814453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.585,16113.01953125,,,16628.275390625,16108.275390625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.595,16137.8828125,,,16645.76953125,16131.7705078125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.605,16162.7919921875,,,16685.564453125,16158.564453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.615,16187.626953125,,,16711.62890625,16184.6279296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.625,16212.2578125,,,16731.640625,16209.640625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.635,16236.8125,,,16747.65234375,16233.6533203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.645,16261.3779296875,,,16775.666015625,16257.666015625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.655,16285.9697265625,,,16801.6796875,16282.6787109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.665,16310.630859375,,,16828.5859375,16306.5849609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.6750000000000003,16335.1259765625,,,16849.349609375,16331.349609375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.685,16359.77734375,,,16862.11328125,16356.1142578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.695,16384.361328125,,,16887.87890625,16380.87890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.705,16408.94921875,,,16909.64453125,16405.64453125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.715,16433.51953125,,,16933.408203125,16429.408203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.725,16458.06640625,,,16956.5703125,16454.5703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.735,16482.544921875,,,16983.748046875,16480.748046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.745,16507.02734375,,,17008.92578125,16504.92578125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.755,16531.544921875,,,17029.234375,16531.234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.765,16556.078125,,,17062.220703125,16555.220703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.775,16580.46484375,,,17078.4921875,16579.4921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.785,16604.888671875,,,17101.20703125,16605.20703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.795,16629.1171875,,,17119.87890625,16629.87890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.805,16653.509765625,,,17141.873046875,16654.873046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.815,16677.845703125,,,17172.865234375,16677.865234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.825,16702.240234375,,,17189.404296875,16703.404296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.835,16726.66796875,,,17211.87109375,16726.87109375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.845,16751.083984375,,,17236.33984375,16751.33984375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.855,16775.544921875,,,17257.8046875,16776.8046875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.865,16799.91015625,,,17294.2734375,16799.2734375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.875,16824.5546875,,,17309.58203125,16824.58203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.885,16849.265625,,,17331.95703125,16848.95703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.895,16873.95703125,,,17351.33203125,16873.33203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.905,16898.587890625,,,17378.70703125,16896.70703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.915,16923.251953125,,,17402.08203125,16921.08203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.9250000000000003,16948.033203125,,,17423.69921875,16944.69921875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.935,16972.890625,,,17443.09375,16970.09375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.945,16997.828125,,,17470.19140625,16995.19140625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.955,17022.63671875,,,17493.2890625,17020.2890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.965,17047.55078125,,,17518.38671875,17045.38671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.975,17072.40625,,,17540.1875,17069.1875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.985,17097.34375,,,17558.88671875,17093.88671875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,2.995,17122.244140625,,,17578.58203125,17119.58203125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.005,17147.1640625,,,17599.87890625,17143.87890625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.015,17172.181640625,,,17625.529296875,17167.529296875,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.025,17196.779296875,,,17654.09765625,17192.09765625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.035,17221.234375,,,17661.45703125,17214.45703125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.045,17245.673828125,,,17689.8125,17237.8125,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.055,17270.072265625,,,17710.447265625,17263.447265625,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
RAPID-12-1K,,3.065,17294.560546875,,,17735.5234375,17288.5234375,"1,3,5",Age model from Repschlaeger et al. (2021),"14C AMS; ash layers; manual alignments, bacon, pdv",1
