EXPEDITION,EXP_NUM,SITE,HOLE,GEOB_NR,SHIPSITE,AREA,GEAR,LATITUDE_DEC,LONGITUDE_DEC,DATE,TIME,WATER_DEPTH,RECOVERY,REMARKS
M52-3,78,7807,3,GeoB7807-3,M52/2_135,"Northern Red Sea, Shaban Deep Area",GC,26.25,35.425,03/15/2002,17:48:00,1217,1148,"incl. core catcher sample, over penetration"
M52-3,78,7807,4,GeoB7807-4,M52/2_135,"Northern Red Sea, Shaban Deep Area",CTD+RO,26.25,35.425,03/15/2002,16:28:00,1217,,"Pangaea event label -2a; CTD attached to MUC (2xd13C,1xd18O)"
M52-3,78,7808,1,GeoB7808-1,M52/2_136,"Northern Red Sea, Shaban Deep Area",GC,26.242,35.362,03/15/2002,19:58:00,1338,,"only core catcher, carbonate crust and basaltic stones"
M52-3,78,7809,1,GeoB7809-1,M52/2_138,"Northern Red Sea, Kebrit Deep Area",CTD+RO,24.983,36.867,03/16/2002,09:14:00,804,,"test hole 300m, calibration"
M52-3,78,7809,2,GeoB7809-2,M52/2_138,"Northern Red Sea, Kebrit Deep Area",CTD+RO,24.983,36.868,03/16/2002,11:03:00,804,,"water samples from 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth"
M52-3,78,7810,1,GeoB7810-1,M52/2_140,"Northern Red Sea, Kebrit Deep Area",CTD+RO,24.857,36.577,03/16/2002,14:00:00,909,,"water samples from 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth"
M52-3,78,7811,1,GeoB7811-1,M52/2_142,"Northern Red Sea, Kebrit Deep Area",CTD+RO,24.717,36.275,03/16/2002,17:02:00,1501,,"water samples from 1000, 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, (2xd13C,1xd18O per depth)"
M52-3,78,7812,1,GeoB7812-1,M52/2_145,"Northern Red Sea, Kebrit Deep Area",GC,24.73,36.278,03/17/2002,07:56:00,1507,1165,over penetration
M52-3,78,7812,2,GeoB7812-2,M52/2_145,"Northern Red Sea, Kebrit Deep Area",MUC,24.725,36.278,03/17/2002,09:15:00,1507,570,"7/8, 3/4 tubes filled, (2xd13C,1xd18O)"
M52-3,78,7812,3,GeoB7812-3,M52/2_145,"Northern Red Sea, Kebrit Deep Area",GC,24.723,36.28,03/17/2002,00:00:00,1507,1467,pipe bent
M52-3,78,7813,1,GeoB7813-1,M52/2_146,"Northern Red Sea, Kebrit Deep Area",MPS,24.748,36.26,03/17/2002,11:51:00,1137,,"120-20 m, 20 ｵm net for diatoms"
M52-3,78,7813,2,GeoB7813-2,M52/2_146,"Northern Red Sea, Kebrit Deep Area",MPS,24.75,36.26,03/17/2002,12:20:00,1137,,"200-120 m, 20 ｵm net for diatoms"
M52-3,78,7813,3,GeoB7813-3,M52/2_146,"Northern Red Sea, Kebrit Deep Area",MUC,24.748,36.26,03/17/2002,13:10:00,1137,14,"0/8, 2/4 tubes filled"
M52-3,78,7813,4,GeoB7813-4,M52/2_146,"Northern Red Sea, Kebrit Deep Area",GC,24.748,36.26,03/17/2002,00:00:00,1137,343,incl. core catcher sample
M52-3,78,7814,1,GeoB7814-1,M52/2_148,Central Red Sea,CTD+RO,23.172,37.3,03/18/2002,00:49:00,1635,,"water samples 1000, 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, filtration, (2xd13C,1xd18O per depth)"
M52-3,78,7815,1,GeoB7815-1,M52/2_149,Central Red Sea,CTD+RO,23.428,37.613,03/18/2002,03:54:00,626,,"water samples 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water , depth, filtration"
M52-3,78,7816,1,GeoB7816-1,M52/2_150,Central Red Sea,CTD+RO,23.682,37.93,03/18/2002,06:50:00,640,,"water samples 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, filtration"
M52-3,78,7817,1,GeoB7817-1,M52/2_151,Central Red Sea,GC,23.682,37.933,03/18/2002,08:18:00,653,1015,incl. core catcher sample
M52-3,78,7817,2,GeoB7817-2,M52/2_151,Central Red Sea,MUC,23.678,37.938,03/18/2002,09:13:00,652,320,"6/6, 4/4 tubes filled, (2xd13C,1xd18O)"
M52-3,78,7818,1,GeoB7818-1,M52/2_153,Central Red Sea,MPS,23.268,37.418,03/18/2002,16:55:00,895,,"120-20 m, 20 ｵm net for diatoms"
M52-3,78,7818,2,GeoB7818-2,M52/2_153,Central Red Sea,MPS,23.27,37.418,03/18/2002,17:23:00,895,,"200-120 m, 20 ｵm net for diatoms"
M52-3,78,7818,3,GeoB7818-3,M52/2_153,Central Red Sea,MUC,23.268,37.418,03/18/2002,18:00:00,895,300,"6/6, 4/4 tubes filled"
M52-3,78,7818,4,GeoB7818-4,M52/2_153,Central Red Sea,GC,23.268,37.418,03/18/2002,19:14:00,896,,pipe bent - no recovery
M52-3,78,7818,5,GeoB7818-5,M52/2_153,Central Red Sea,GC,23.268,37.418,03/18/2002,19:54:00,895,,"pipe bent, core catcher sample, small recovery"
M52-3,78,7819,1,GeoB7819-1,M52/2_155,Central Red Sea,GC,22.517,38.103,03/19/2002,09:40:00,853,221,"pipe bent, incl. core catcher sample"
M52-3,78,7819,2,GeoB7819-2,M52/2_155,Central Red Sea,MUC,22.517,38.103,03/19/2002,10:46:00,852,280,"6/6, 4/4 tubes filled"
M52-3,78,7819,3,GeoB7819-3,M52/2_155,Central Red Sea,MPS,22.527,38.102,03/19/2002,11:52:00,823,,"120-20 m, 20 ｵm net for diatoms"
M52-3,78,7819,4,GeoB7819-4,M52/2_155,Central Red Sea,MPS,22.527,38.102,03/19/2002,12:19:00,823,,"200-120 m, 20 ｵm net for diatoms"
M52-3,78,7819,5,GeoB7819-5,M52/2_155,Central Red Sea,CTD,22.517,38.103,03/19/2002,10:46:00,852,,"Pangaea orig event label -2a; CTD attached to MUC (2xd13C,1xd18O)"
M52-3,78,7820,1,GeoB7820-1,M52/2_157,Central Red Sea,MUC,22.392,37.92,03/19/2002,14:43:00,1140,297,"5/6, 4/4 tubes filled"
M52-3,78,7820,2,GeoB7820-2,M52/2_157,Central Red Sea,CTD,22.392,37.92,03/19/2002,14:43:00,1140,,"Pangaea orig event label -2a; CTD attached to MUC (2xd13C,1xd18O)"
M52-3,78,7821,1,GeoB7821-1,M52/2_158,Central Red Sea,MUC,22.407,37.927,03/19/2002,16:07:00,1241,200,"4/6, 4/4 tubes filled"
M52-3,78,7821,2,GeoB7821-2,M52/2_158,Central Red Sea,GC,22.405,37.927,03/19/2002,17:11:00,1242,576,over penetration ca. 40 cm of core lost
M52-3,78,7821,3,GeoB7821-3,M52/2_158,Central Red Sea,CTD,22.407,37.927,03/19/2002,16:07:00,1241,,"Pangaea orig event label -1a; CTD attached to MUC (2xd13C,1xd18O)"
M52-3,78,7822,1,GeoB7822-1,M52/2_160,Central Red Sea,CTD+RO,21.33,38.125,03/20/2002,00:44:00,1782,,"water samples 1000, 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, filtration, (2xd13C,1xd18O per depth)"
M52-3,78,7823,1,GeoB7823-1,M52/2_162,Central Red Sea,CTD+RO,21.393,38.482,03/20/2002,03:47:00,927,,"water samples 700, 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, filtration, (2xd13C,1xd18O per depth)"
M52-3,78,7824,1,GeoB7824-1,M52/2_164,Central Red Sea,CTD+RO,21.453,38.843,03/20/2002,06:39:00,685,,"water samples 450, 200, 175, 150, 125, 100, 75, 70, 50, 25, 5m water depth, filtration, (2xd13C,1xd18O per depth)"
M52-3,78,7824,2,GeoB7824-2,M52/2_164,Central Red Sea,GC,21.453,38.842,03/20/2002,07:29:00,685,744,incl. core catcher sample
M52-3,78,7824,3,GeoB7824-3,M52/2_164,Central Red Sea,MUC,21.453,38.843,03/20/2002,08:28:00,684,310,"6/6, 4/4 tubes filled,"
M52-3,78,7824,4,GeoB7824-4,M52/2_164,Central Red Sea,CTD,21.453,38.843,03/20/2002,08:28:00,684,,"Pangaea orig event label -3a; CTD attached to MUC (2xd13C,1xd18O)"
M52-3,78,7825,1,GeoB7825-1,M52/2_166,Central Red Sea,MUC,21.4,38.542,03/20/2002,12:48:00,837,290,"6/6, 4/4 tubes filled, (2xd13C,1xd18O)"
M52-3,78,7825,2,GeoB7825-2,M52/2_166,Central Red Sea,GC,21.403,38.543,03/20/2002,13:54:00,838,,no recovery
M52-3,78,7825,3,GeoB7825-3,M52/2_166,Central Red Sea,MPS,21.407,38.543,03/20/2002,14:41:00,841,,"120-20 m, 20 ｵm net for diatoms"
M52-3,78,7825,4,GeoB7825-4,M52/2_166,Central Red Sea,MPS,21.405,38.542,03/20/2002,15:07:00,841,,"200-120 m, 20 ｵm net for diatoms"
M52-3,78,7826,1,GeoB7826-1,M52/2_169,"Northern Red Sea, Kebrit Deep Area",GC,24.75,36.26,03/22/2002,09:54:00,1134,562,"incl. core catcher sample, work half for geochemistry"
M52-3,78,7826,2,GeoB7826-2,M52/2_169,"Northern Red Sea, Kebrit Deep Area",MUC,24.748,36.26,03/22/2002,11:08:00,1137,126,"5/6, 4/4 tubes filled, (2xd13C,1xd18O)"
M52-3,78,7827,1,GeoB7827-1,M52/2_170,"Northern Red Sea, Kebrit Deep Area",MUC,24.743,36.267,03/22/2002,12:22:00,1176,135,"5/6, 4/4 tubes filled, (2xd13C,1xd18O)"
M52-3,78,7827,2,GeoB7827-2,M52/2_170,"Northern Red Sea, Kebrit Deep Area",GC,24.745,36.267,03/22/2002,13:34:00,1168,541,incl. core catcher sample
M52-3,78,7828,1,GeoB7828-1,M52/2_171,"Northern Red Sea, Kebrit Deep Area",GC,24.728,36.278,03/22/2002,15:03:00,1505,1234,incl. core catcher sample
M52-3,78,7829,1,GeoB7829-1,M52/2_173,"Northern Red Sea, Shaban Deep Area",GC,26.202,35.403,03/23/2002,09:29:00,1239,824,"incl. core catcher sample, work half for geochemistry"
M52-3,78,7829,2,GeoB7829-2,M52/2_173,"Northern Red Sea, Shaban Deep Area",MUC,26.202,35.405,03/23/2002,10:51:00,1240,,not released - no recovery
M52-3,78,7829,3,GeoB7829-3,M52/2_173,"Northern Red Sea, Shaban Deep Area",MUC,26.202,35.403,03/23/2002,11:58:00,1239,195,"8/8, 4/4 tubes filled, (2xd13C,1xd18O) / Project LamShArK PA492/14-1"
M52-3,78,7830,1,GeoB7830-1,M52/2_174,"Northern Red Sea, Shaban Deep Area",MUC,26.27,35.383,03/23/2002,13:42:00,1280,336,"8/8, 4/4 tubes filled, (2xd13C,1xd18O) / Project LamShArK PA492/14-1"
M52-3,78,7830,2,GeoB7830-2,M52/2_174,"Northern Red Sea, Shaban Deep Area",GC,26.268,35.383,03/23/2002,14:50:00,1278,1177,incl. core catcher sample
M52-3,78,7831,1,GeoB7831-1,M52/2_176,"Northern Red Sea, Shaban Deep Area",MUC,26.26,35.327,03/24/2002,06:18:00,1329,182,"over penetration, 2/8, 2/4 tubes taken as 4ｰC archives / Project LamShArK PA492/14-1"
M52-3,78,7831,2,GeoB7831-2,M52/2_176,"Northern Red Sea, Shaban Deep Area",MUC,26.26,35.332,03/24/2002,07:47:00,1329,711,"8/8 , 4/4 tubes filled, no water sample / Project LamShArK PA492/14-1"
M52-3,78,7832,1,GeoB7832-1,M52/2_177,"Northern Red Sea, Shaban Deep Area",GC,26.217,35.378,03/24/2002,09:26:00,1436,,pipe bent - no recovery
M52-3,78,7833,1,GeoB7833-1,M52/2_178,"Northern Red Sea, Shaban Deep Area",GC,26.212,35.385,03/24/2002,10:38:00,1312,187,incl. core catcher sample
M53-1,79,7901,1,GeoB7901-1,M53/1_179-1,"Mediterranean Sea, S of Crete, Lerapetra Deep",CTD+RO,34.44166667,26.21,04/01/2002,01:57:00,3510,,
M53-1,79,7902,1,GeoB7902-1,M53/1_180-1,"Mediterranean Sea, S of Crete, Lerapetra Deep",MOORING,34.44666667,26.19,04/01/2002,04:49:00,3511,,"recovery of mooring MID-2, two upper traps failed"
M53-1,79,7903,1,GeoB7903-1,M53/1_181-1,"Atlantic, N Canary Islands",CTD+RO,29.16666667,-15.5,04/12/2002,17:07:00,3612,,"water for traps, CTD/ROS test"
M53-1,79,7903,2,GeoB7903-2,M53/1_181-2,"Atlantic, N Canary Islands",CTD+RO,29.16666667,-15.5,04/12/2002,21:44:00,3613,,"failed, unclear sampling depths"
M53-1,79,7903,3,GeoB7903-3,M53/1_181-3,"Atlantic, N Canary Islands",CTD+RO,29.16666667,-15.5,04/13/2002,01:47:00,3615,,23 bottles
M53-1,79,7903,4,GeoB7903-4,M53/1_181-4,"Atlantic, N Canary Islands",CTD+RO,29.16666667,-15.5,04/13/2002,05:49:00,3613,,Microcats-Calibration
M53-1,79,7903,5,GeoB7903-5,M53/1_181-5,"Atlantic, N Canary Islands",DRIFTER,29.16666667,-15.5,04/13/2002,06:24:00,0,,NOAA-Drifter
M53-1,79,7904,1,GeoB7904-1,M53/1_182-1,"Atlantic, N Canary Islands",MOORING,29.22666667,-15.45,04/13/2002,07:51:00,3603,,"Recovery of mooring CI14, Canary Island mooring"
M53-1,79,7905,1,GeoB7905-1,M53/1_183-1,"Atlantic, N Canary Islands",MOORING,29.23,-15.45333333,04/13/2002,15:35:00,3610,,Multi Sensor Device (MSD) -testing on wire
M53-1,79,7905,2,GeoB7905-2,M53/1_183-2,"Atlantic, N Canary Islands",MOORING,29.23166667,-15.45,04/13/2002,19:34:00,3610,,Multi Sensor Device (MSD) -testing on wire
M53-1,79,7906,1,GeoB7906-1,M53/1_184-1,"Atlantic, N Canary Islands",CTD+RO,28.73333333,-15.66666667,04/14/2002,01:09:00,3595,,"23 bottles, Sampling down to 3000 m"
M53-1,79,7907,1,GeoB7907-1,M53/1_185-1,"Atlantic, N Canary Islands",CTD+RO,28.3,-16.00166667,04/14/2002,07:14:00,2859,,"24 bottles, Sampling down to the bottom"
M53-1,79,7909,1,GeoB7909-1,M53/1_187-1,"Atlantic, N Canary Islands",CTD+RO,29.18166667,-15.92666667,04/14/2002,16:35:00,3632,,"24 bottles, Sampling down to the bottom"
M53-1,79,7909,2,GeoB7909-2,M53/1_187-2,"Atlantic, N Canary Islands",MOORING,29.18166667,-15.92666667,04/14/2002,00:00:00,3632,,Multi Sensor Device (MSD) -testing on wire
M53-1,79,7910,1,GeoB7910-1,M53/1_188-1,"Atlantic, N Canary Islands",MOORING,29.17666667,-15.92,04/15/2002,08:17:00,3634,,"Deployment of DOLAN-buoy-mooring (Surface Buoy Unit, SBU)"
M53-1,79,7910,2,GeoB7910-2,M53/1_188-2,"Atlantic, N Canary Islands",MOORING,29.18166667,-15.92666667,04/15/2002,16:10:00,3632,,Deployment of Multi Sensor Device-mooring
M53-1,79,7911,1,GeoB7911-1,M53/1_189-1,"Atlantic, N Canary Islands",CTD+RO,29.16333333,-15.73,04/15/2002,22:18:00,3625,,"24 bottles, Sampling down to bottom"
M53-1,79,7912,1,GeoB7912-1,M53/1_190-1,"Atlantic, N Canary Islands",MOORING,29.18,-15.42833333,04/16/2002,08:55:00,3613,,"Deployment of the combined, CI15, Canary Island mooring and ANIMATE mooring"
M53-1,79,7913,1,GeoB7913-1,M53/1_191-1,"Atlantic, N Canary Islands",CTD+RO,27.91666667,-16.3,04/17/2002,03:07:00,2521,,"24 bottles, Sampling down to bottom"
M53-1,79,7914,1,GeoB7914-1,M53/1_192-1,"Atlantic, N Canary Islands",ROV,27.74666667,-15.77833333,04/17/2002,10:35:00,90,,"Balance, drive- and diving test"
M53-1,79,7914,2,GeoB7914-2,M53/1_192-2,"Atlantic, N Canary Islands",ParCa,27.74666667,-15.78666667,04/17/2002,12:00:00,90,,Testing (Cruise report: GeoB7914-2a)
M53-1,79,7914,2,GeoB7914-2,M53/1_192-2,"Atlantic, N Canary Islands",ROV,27.74666667,-15.78666667,04/17/2002,12:00:00,90,,Testing
M53-1,79,7915,1,GeoB7915-1,M53/1_193-1,"Atlantic, N Canary Islands",ROV,27.67833333,-15.61833333,04/17/2002,17:23:00,423,,Testing
M53-1,79,7916,1,GeoB7916-1,M53/1_194-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,21.26333333,-20.785,04/22/2002,03:22:00,4154,,"23 bottles, Sampling down to bottom"
M53-1,79,7917,1,GeoB7917-1,M53/1_195-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MOORING,21.26666667,-20.78666667,04/22/2002,09:23:00,4153,,Recovery of CB12 Cape Blanc mooring
M53-1,79,7918,1,GeoB7918-1,M53/1_196-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MOORING,21.28,-20.77833333,04/22/2002,13:31:00,4144,,Deployment of CB13 Cape Blanc mooring
M53-1,79,7919,1,GeoB7919-1,M53/1_197-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,20.94166667,-19.39,04/23/2002,06:16:00,3428,,"22 bottles, Sampling down to bottom"
M53-1,79,7919,2,GeoB7919-2,M53/1_197-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.94166667,-19.38666667,04/23/2002,09:09:00,3429,,
M53-1,79,7919,3,GeoB7919-3,M53/1_197-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.93833333,-19.39,04/23/2002,11:44:00,3419,1127,Core for Marine Geology Group
M53-1,79,7919,4,GeoB7919-4,M53/1_197-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.94,-19.39,04/23/2002,14:11:00,3421,1154,Overpenetration 1 m
M53-1,79,7919,5,GeoB7919-5,M53/1_197-5,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.94,-19.39,04/23/2002,16:45:00,3420,1458,Core for Marine Geochemistry Group
M53-1,79,7919,6,GeoB7919-6,M53/1_197-6,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.94666667,-19.41333333,04/23/2002,19:11:00,3455,,System failed
M53-1,79,7919,7,GeoB7919-7,M53/1_197-7,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.94333333,-19.44333333,04/23/2002,23:18:00,3472,,
M53-1,79,7920,1,GeoB7920-1,M53/1_198-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,20.75,-18.58333333,04/24/2002,07:01:00,2278,,"19 bottles, Sampling down to bottom"
M53-1,79,7920,2,GeoB7920-2,M53/1_198-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.75166667,-18.58166667,04/24/2002,09:10:00,2278,1619,
M53-1,79,7920,3,GeoB7920-3,M53/1_198-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.75,-18.58333333,04/24/2002,11:32:00,2278,,
M53-1,79,7920,4,GeoB7920-4,M53/1_198-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.75166667,-18.585,04/24/2002,13:35:00,2285,,Testing of device
M53-1,79,7920,4,GeoB7920-4,M53/1_198-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ROV,20.75166667,-18.585,04/24/2002,13:35:00,2285,,Testing of device
M53-1,79,7920,5,GeoB7920-5,M53/1_198-5,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.75333333,-18.58166667,04/24/2002,22:48:00,2266,,
M53-1,79,7921,1,GeoB7921-1,M53/1_199-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.805,-18.26,04/25/2002,06:30:00,1914,1689,
M53-1,79,7921,2,GeoB7921-2,M53/1_199-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.82166667,-18.24333333,04/25/2002,11:43:00,1948,,
M53-1,79,7922,1,GeoB7922-1,M53/1_200-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,20.66166667,-18.26,04/25/2002,14:10:00,1265,,"17 bottles, Sampling down to bottom"
M53-1,79,7922,2,GeoB7922-2,M53/1_200-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.66666667,-18.26166667,04/25/2002,15:36:00,1285,620,Core bended
M53-1,79,7922,3,GeoB7922-3,M53/1_200-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.66666667,-18.26166667,04/25/2002,17:02:00,1289,,
M53-1,79,7922,4,GeoB7922-4,M53/1_200-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.66666667,-18.26166667,04/25/2002,20:20:00,1279,,
M53-1,79,7922,4,GeoB7922-4,M53/1_200-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ROV,20.66666667,-18.26166667,04/25/2002,20:20:00,1279,,
M53-1,79,7922,5,GeoB7922-5,M53/1_200-5,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.66666667,-18.26166667,04/25/2002,23:10:00,1279,,
M53-1,79,7923,1,GeoB7923-1,M53/1_201-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.74,-18.17833333,04/26/2002,01:25:00,1516,,
M53-1,79,7923,2,GeoB7923-2,M53/1_201-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.74,-18.17833333,04/26/2002,02:45:00,1516,976,
M53-1,79,7924,1,GeoB7924-1,M53/1_202-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.54833333,-17.55833333,04/26/2002,09:14:00,73,,
M53-1,79,7924,1,GeoB7924-1,M53/1_202-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ROV,20.54833333,-17.55833333,04/26/2002,09:14:00,73,,
M53-1,79,7924,2,GeoB7924-2,M53/1_202-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,20.54666667,-17.55666667,04/26/2002,12:10:00,73,,Sampling down to bottom
M53-1,79,7924,3,GeoB7924-3,M53/1_202-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.54666667,-17.55666667,04/26/2002,12:36:00,73,,
M53-1,79,7925,1,GeoB7925-1,M53/1_203-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.29166667,-18.26166667,04/26/2002,18:35:00,1908,1014,
M53-1,79,7925,2,GeoB7925-2,M53/1_203-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.29166667,-18.26166667,04/26/2002,22:30:00,1908,,
M53-1,79,7926,1,GeoB7926-1,M53/1_204-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,20.21333333,-18.45166667,04/27/2002,03:38:00,2500,,
M53-1,79,7926,2,GeoB7926-2,M53/1_204-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,20.21333333,-18.45166667,04/27/2002,05:21:00,2500,1330,
M53-1,79,7926,3,GeoB7926-3,M53/1_204-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,20.21333333,-18.45166667,04/27/2002,07:15:00,2500,,
M53-1,79,7927,1,GeoB7927-1,M53/1_205-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,19.93666667,-19.15166667,04/27/2002,16:03:00,3128,,
M53-1,79,7927,2,GeoB7927-2,M53/1_205-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,19.93666667,-19.15166667,04/27/2002,18:07:00,3116,818,
M53-1,79,7927,3,GeoB7927-3,M53/1_205-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.93833333,-19.15166667,04/27/2002,00:32:00,3118,,Test and profile
M53-1,79,7928,1,GeoB7928-1,M53/1_206-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,19.1,-17.04833333,04/28/2002,17:32:00,1350,846,Core for Marine Geochemistry Group
M53-1,79,7928,2,GeoB7928-2,M53/1_206-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,19.1,-17.04833333,04/28/2002,18:55:00,1352,873,Core for Marine Geology Group
M53-1,79,7928,3,GeoB7928-3,M53/1_206-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,19.1,-17.04666667,04/28/2002,20:03:00,1348,,
M53-1,79,7928,4,GeoB7928-4,M53/1_206-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,19.09833333,-17.04833333,04/28/2002,21:16:00,1368,,"18 bottles, Sampling down to bottom"
M53-1,79,7929,1,GeoB7929-1,M53/1_207-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.06833333,-17.06666667,04/29/2002,00:19:00,1425,,
M53-1,79,7930,1,GeoB7930-1,M53/1_208-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.235,-17.06666667,04/29/2002,03:04:00,1464,,
M53-1,79,7931,1,GeoB7931-1,M53/1_209-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.235,-16.90166667,04/29/2002,05:06:00,442,,
M53-1,79,7932,1,GeoB7932-1,M53/1_210-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,19,-17.28333333,04/29/2002,12:55:00,1956,,"18 bottles, Sampling down to bottom"
M53-1,79,7932,2,GeoB7932-2,M53/1_210-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,19.00166667,-17.28333333,04/29/2002,14:39:00,1964,,
M53-1,79,7932,3,GeoB7932-3,M53/1_210-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,19,-17.28333333,04/29/2002,17:21:00,1964,835,
M53-1,79,7932,4,GeoB7932-4,M53/1_210-4,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19,-17.28333333,04/29/2002,20:44:00,1953,,
M53-1,79,7933,1,GeoB7933-1,M53/1_211-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.175,-17.28666667,04/30/2002,00:50:00,1950,,
M53-1,79,7934,1,GeoB7934-1,M53/1_212-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.17166667,-17.45833333,04/30/2002,04:27:00,1950,,
M53-1,79,7935,1,GeoB7935-1,M53/1_213-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,19.06666667,-17.45833333,04/30/2002,08:12:00,2117,,
M53-1,79,7936,1,GeoB7936-1,M53/1_214-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",GC,18.59,-18.03833333,04/30/2002,14:37:00,2690,227,Core bended
M53-1,79,7936,2,GeoB7936-2,M53/1_214-2,"Atlantic, off Cap Blanc and Timirist (Mauretania)",MUC,18.59166667,-18.03666667,04/30/2002,16:29:00,2663,,
M53-1,79,7936,3,GeoB7936-3,M53/1_214-3,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,18.59166667,-18.04,04/30/2002,18:39:00,2702,,Sampling down to bottom
M53-1,79,7937,1,GeoB7937-1,M53/1_215-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,18.66833333,-18.04166667,05/01/2002,00:25:00,2667,,
M53-1,79,7938,1,GeoB7938-1,M53/1_216-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,18.835,-18.04166667,05/01/2002,05:06:00,2606,,
M53-1,79,7939,1,GeoB7939-1,M53/1_217-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",CTD+RO,18.09,-18.91666667,05/01/2002,12:57:00,3100,,Sampling down to bottom
M53-1,79,7940,1,GeoB7940-1,M53/1_218-1,"Atlantic, off Cap Blanc and Timirist (Mauretania)",ParCa,18.09,-18.91833333,05/01/2002,15:47:00,3097,,
POS292,80,8001,1,GeoB8001-1,POS292_524-1,Hatton Bank,HS,59.43316667,-17.00116667,07/18/2002,23:02:00,1042,,"Echosounder 18kHz, HDG: 198deg, speed 6kn"
POS292,80,8001,2,GeoB8001-2,POS292_524-2,Hatton Bank,HS,59.167,-17.17383333,07/19/2002,02:02:00,526,,"Echosounder 18kHz, HDG 310Deg, speed 6kn"
