Site,Sample Label,age_model_depth (m),age_model (y BP),age_model_sigma_plus(y BP),age_model_sigma_minus(y BP),97.5_percent(y BP),2.5_percent(y BP),age_flag,age_model_note,age_model_collection,quality control
MD99-2334,,3.62,25259,,,25707.45,24662.625,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.64,25367,,,25792.2,24722.775,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.66,25481,,,25896,24820.575,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.68,25598.5,,,25986.15,24952.7,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.7,25759,,,26175.675,25372.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.72,25979.5,,,26841.225,25569.825,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.74,26153.5,,,27091.2,25712.85,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.76,26331.5,,,27276.725,25824.825,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.78,26503,,,27398.275,25889.725,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.8,26677,,,27549.025,25967.75,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.82,26850,,,27660.925,26057.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.84,27033,,,27759.225,26188.875,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.86,27208,,,27838.05,26285.825,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.88,27389,,,27917,26410.775,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.9,27555.5,,,28015.025,26543.7,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.92,27727.5,,,28135.025,26795.3,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.94,27938,,,28339.175,27494.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.96,28154,,,28611.1,27753.825,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,3.98,28337,,,28789.175,27938.8,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4,28527.5,,,28920.025,28118.975,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.02,28725,,,29056.025,28261.975,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.04,28912.5,,,29258.175,28479.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.06,29157,,,29742.1,28775.875,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.08,29364,,,30160.25,28958.65,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.1,29567,,,30321,29095.925,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.12,29768,,,30442.025,29191.875,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.14,29977.5,,,30575.05,29284.975,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.16,30183,,,30683.025,29389,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.18,30383,,,30826.175,29540.65,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.2,30579,,,30972.025,29821.55,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.22,30811,,,31268.075,30394.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.24,31001,,,31981.4,30572.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.26,31128.5,,,32221.125,30663.925,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.28,31259,,,32428.225,30744.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.3,31386,,,32570.425,30814.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.32,31510,,,32683,30872.95,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.34,31638.5,,,32812.475,30914.675,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.36,31765,,,32906.55,30964.875,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.38,31888.5,,,33005,31028.9,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.4,32019.5,,,33063.1,31094.975,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.42,32143.5,,,33134.175,31166,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.44,32272,,,33196.025,31227.925,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.46,32400.5,,,33259.25,31283.7,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.48,32525,,,33311.075,31348.6,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,4.5,32641,,,33377.1,31419.85,3,Age model from Skinner et al. 2021,https://doi.org/10.1029/2020PA004074. Calculated with Bchron.,1
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
MD99-2334,,,,,,,,,,,
